PC1,PC2,cluster
-1.6748364837388907,0.5027933135697916,0
-1.7947880143112798,0.3422991465447093,0
0.1183018789133943,1.3195855721473793,0
-2.222741637249304,-0.6246005082603224,0
1.0002483464327776,0.5125077494490502,0
-2.3009944340505486,-0.3415948940878736,0
-0.5210517903828934,1.1471059140017985,0
1.5946128168870313,1.0882081392347225,0
-1.066831195655818,0.5456453366963351,0
-1.4173686276582145,0.0570192463254629,0
-1.3384031224648747,0.0030892704761466,0
0.2514160102837303,1.6002075443800683,0
-1.2128900354867382,-0.5674455941771253,0
-0.7349888088079339,-1.1800859138029092,0
-1.6918993396990336,0.4209319867012139,0
0.4475026394015851,1.961271729770607,0
-0.4589573137170771,0.9997119510261052,0
0.3553277030757312,0.7725295422794224,0
1.3185711078853686,0.3937609270165134,0
-2.692083053384813,-0.5817927693737959,0
-1.8477961117923785,0.8749477674966153,0
1.0002533542439436,0.5125013455208192,0
-2.3613195101639346,-0.7151545565665713,0
-1.3239529404042498,-0.3236573803365476,0
-2.4899079313907606,-0.5456962588409089,0
1.3945016258477032,0.0506428269099056,0
1.005253785930538,0.741000624916634,0
-0.7796756562546345,-1.1468297481979284,0
-2.659750715782266,-0.0244629117022837,0
0.3691166703071834,1.864887224586188,0
0.8165567500267914,0.604729234264264,0
0.0367001189390116,0.7937448281061327,0
-1.6496355667931368,0.4950766974635879,0
-0.9796066956379054,-1.6661125915203134,0
1.394039245608019,0.5367078964602422,0
-1.053357986383615,0.3645699838241902,0
-0.9955584580035532,0.4285394759164006,0
-0.1634916314651915,1.3387679643421444,0
-1.0856401416700467,1.165871888747534,0
-2.191320808203037,-0.5734922969538494,0
-1.7943397381514683,0.5353444150121358,0
-0.5734452342867196,-4.184394812786113,1
-1.097872090660355,-0.5762408030515697,0
-0.2943750216508668,0.4525171619698609,0
-1.0321422706605443,0.7992058599840218,0
-0.6156149111482851,-4.524516219562962,1
-0.998427206612972,-0.1871890464266034,0
-1.430880719493053,0.5971584259653979,0
-0.0494011365251991,0.6935479051491145,0
0.4237473671274592,1.2921699925139394,0
-1.1011353755256532,1.4847278861287576,0
-1.120992447965243,0.2441919453271854,0
-1.142951820131775,0.2097267103615662,0
-1.488251833297514,0.8443412457954278,0
-0.2698205081073893,1.6675094829134869,0
-0.9672174874226348,0.7288038668873592,0
-1.4225819005276636,1.3248993086871204,0
0.8132241677626159,1.6021945293390902,0
-0.2670665746690368,-4.408250500786257,1
0.2785528238683132,0.9411002020261092,0
-0.3357869061404048,0.2059997569694815,0
-2.583416098732273,-0.8291813701514724,0
0.1391511672187439,0.7897906574361747,0
-0.9204421769969806,1.7378954002985474,0
-0.1934857800673285,0.8965210987321183,0
0.3047457758410609,1.587629234413153,0
-1.8812680537623812,-0.5052809146980468,0
-1.1283931700824028,-0.5739372776235993,0
-1.204537652378561,-0.7041831521603292,0
0.1813713813260703,1.4515858598927205,0
-0.1653518467647464,1.7761671794866971,0
-2.446464704539886,-0.532180130161058,0
0.499819044671332,1.755344006254772,0
-2.6399887424073336,-0.8212087934214155,0
-0.4474176998350951,0.8668335492072226,0
-1.736454851509937,0.0931025554983468,0
-0.3644395047532062,0.0229184648202815,0
-0.6627003552203216,-0.0770169786377593,0
0.096595500032205,0.8397173423585029,0
-1.74970817322557,0.153388151676382,0
-0.5014664188757649,1.4127652078220552,0
-1.945036284816267,0.4511446445577839,0
-1.2601764987677078,-0.5347248062916912,0
-0.9916957554477652,1.004944039969274,0
-0.5167366170755742,1.284723964716474,0
1.1796844637723982,0.691629567064399,0
-0.6103351280570133,0.292919047066098,0
0.1794429666045417,1.557897909477878,0
-0.0936655501622496,1.4556228972909393,0
-1.362518827335832,0.013485836035502,0
-0.653403370109648,1.1398346662108323,0
-1.811243206424988,0.3069533209132259,0
1.5127686941169778,1.383232734484824,0
-0.1613606054432043,1.189317004492105,0
1.4941134236973517,-0.1533623540854882,0
-0.2307226623217754,1.243543191736833,0
1.6013215435515171,1.2709847821299445,0
-2.549393115052352,-1.1074874491628803,0
-0.9101327909541016,-2.2694682883044712,0
0.5525464640559128,0.9692829874140512,0
0.262493447172807,1.9316921019548752,0
-0.3270049581687539,1.7368550419012971,0
0.6315682927536733,1.2426664119532782,0
-0.2519825788757875,1.5135915124115995,0
-0.0042790038116685,1.7677348123916976,0
-2.2412018670644924,-1.2429034648487407,0
-0.8917897955453447,-0.7833838400327244,0
-2.255701294859177,-0.8205749202614641,0
-2.242079701595093,-0.9374893357386204,0
0.5130204806434245,1.379150380742086,0
-0.6717168562191596,0.4852217405963476,0
-1.9939819303952533,-0.3228458661134394,0
-1.2333833822068272,1.1069345744837973,0
-1.1718837552062136,-0.0628411410641655,0
-0.6654903932677833,0.7324749638376894,0
-1.3903643761653686,0.8138188164387895,0
-0.8384698806774901,0.6961569442684885,0
0.1408313051692232,1.5974687258219775,0
0.9403474652947093,0.8088764533337565,0
-2.3043226004223456,-0.8397121222068294,0
-2.5250029340587425,-0.9554504561909576,0
-0.9142382238319422,-1.8178602805151116,0
1.157478850570273,0.5816751208052825,0
-1.1556802565579505,-1.8137079585661091,0
-1.1526248101185002,0.7480238377621233,0
-1.0369337408390809,-2.3869453032319154,0
0.1729683977249742,1.2348190708417297,0
-0.4492058268549779,1.835396386591568,0
-0.0996614960155736,1.4870655974512317,0
0.566304764814407,1.194385807901583,0
-1.98246000594896,0.390821827272488,0
-0.6776934079140664,0.745562716659884,0
-0.286678536990463,0.2213033868047005,0
-1.138446439010102,-1.8460757154137657,0
-2.4696999201348038,-0.7469669590231754,0
-2.62865933921543,-0.4261099328705232,0
-1.839567220243853,0.5580543814504382,0
-2.629156213193128,-0.614929507371161,0
0.4726179862134359,1.2800178785196166,0
0.3697282124215019,0.539397128277502,0
-0.9235208221300212,1.2079815534734415,0
0.4591750911618517,1.6212814664954678,0
-2.3746911273899025,-0.7975284953004538,0
0.6523438285377132,0.4675910585326794,0
-0.1702110275136814,1.6760154404317928,0
0.7191897539484267,1.305806511493551,0
-0.3260101108413095,1.2700977494282617,0
-1.245840405421133,-0.2294579352717806,0
-1.80718825702175,0.2983200514372645,0
-0.8381253534463103,-1.3864300126969549,0
-0.4417254308485868,1.7206561068911792,0
-2.5557332395323358,-1.198051026880425,0
-1.2059369871209826,-0.3049123785745708,0
0.5839318285043029,0.9842186248741378,0
1.0637580492207508,1.2721446440379152,0
0.344690250947822,1.3704677990579832,0
0.6703164120428254,0.9353426937300304,0
-0.187871648426925,0.6717983082647584,0
-1.062490699661506,1.4069958900725126,0
-1.802954007831864,0.2368422327476827,0
-1.0689218378468754,-1.076459122890762,0
-1.9584226153286888,-0.6964783464985099,0
-0.5393731841084696,1.7665342354690126,0
0.2426050930340132,1.4474919224367233,0
-1.237581956626503,-0.3236301563527741,0
-1.2921170098712162,-0.5708997513388201,0
-1.1128855815651515,-2.046804999705582,0
-1.0296615163527725,-0.6014368101740545,0
0.1127791584877535,0.4387830166938375,0
0.2199902067261878,1.6536499419254118,0
1.5067024020281077,0.6348402997343933,0
-1.116871394928417,-2.0081080934308715,0
-0.0250264283578132,0.8613689189901836,0
0.4563205010964541,1.2731036275794343,0
-1.9589364844180404,-1.86400778033988,0
-1.214157647146718,0.7325103345543021,0
1.4587651036144096,0.8124001056304674,0
-1.902037978171144,-0.5378225427970798,0
-0.4189150531691319,0.5920213841234155,0
1.3571721376316108,0.6749343376663363,0
-0.8664956015637993,-1.407268259832302,0
-1.254061617575948,0.3336645310064472,0
-0.9401833349726144,-1.9029126097588196,0
-1.004700125768773,-1.5990611464336244,0
0.6102251780025966,1.248703589308824,0
-0.7873860206508787,0.5274973848347779,0
0.2771314190816922,1.5475777109155016,0
1.0896283924818593,1.0905548505495546,0
-2.46540180866112,-0.9099091375813456,0
0.5355266897572343,1.0080762787524091,0
-0.6628565714782992,1.4224051253282806,0
-0.0733700994852861,-4.866857767540124,1
-1.5191175034541826,0.5277791929434291,0
-0.938555821333852,-0.1254205061543428,0
0.2348993303789362,1.6744682820004542,0
-1.672390260881225,1.043715731149294,0
-0.7437980132206327,-1.4244781870107674,0
0.4400292904999495,1.4628983779488085,0
-0.6156161631010768,-4.524514618580904,1
-2.434397869259534,-0.7775420082465362,0
-0.7784781764953227,-0.0005924987286507,0
-0.6371497930682374,1.6921372725355606,0
-1.573634119480145,0.9030142407688132,0
-1.80209151253457,-0.0078137393810053,0
-1.1948068868902657,-0.1212211029824308,0
0.5588643645992071,0.7351141603476,0
-2.4507753992273407,-0.7265299265911764,0
-2.4712276477914754,-1.108865245193456,0
-1.6996660563783654,0.0738228625497736,0
0.4956704886899519,0.7680785322889817,0
-0.3417954648847814,1.413711319103638,0
-1.0287998386195891,1.8157416057668507,0
-0.4026366320503433,0.5369226970822664,0
0.5494819843145051,0.622834576053617,0
-0.8545541009847604,-1.0519120207189658,0
-1.7792336532005926,-2.1584186290659244,0
-0.8227805016472025,-1.5529605165511986,0
-0.9539648488811328,0.6659457995039051,0
0.6460468630613542,0.5532547024201093,0
-2.6122776769447893,-0.692193017562188,0
0.1068324604616973,0.1866112964984008,0
0.2692896798603584,0.905313121064671,0
